id,room_type,price,minimum_nights,number_of_reviews_ltm,reviews_per_month,latitude,longitude
36412167,Entire home/apt,189,5,6,0.83,51.50383,-0.0843
36414820,Entire home/apt,47,1,10,0.53,51.55311,-0.23742
36509971,Entire home/apt,441,1,0,,51.50461,-0.09251
36510451,Private room,20,2,0,,51.46767,-0.14757
36415533,Entire home/apt,245,5,0,0.03,51.63533,-0.11434
36510704,Entire home/apt,250,3,0,0.16,51.54713,-0.07303
36511353,Private room,66,5,13,0.94,51.48639,-0.16289
36511631,Private room,26,5,13,1.34,51.51335,-0.06451
36512502,Entire home/apt,250,4,8,0.72,51.49185,-0.14103
36416581,Entire home/apt,120,4,0,,51.53867,-0.11932
36417080,Private room,50,3,0,0.06,51.55196,-0.09726
36417126,Entire home/apt,300,7,0,,51.50011,-0.01879
36418531,Entire home/apt,192,2,0,0.04,51.51208,-0.07352
36512615,Entire home/apt,150,2,0,0.03,51.53904,-0.14263
36371811,Entire home/apt,115,7,0,,51.40206,-0.23509
36419013,Entire home/apt,65,2,9,0.76,51.47282,-0.1967
36372897,Private room,200,3,0,0.71,51.48937,-0.13561
36512693,Shared room,35,1,0,0.03,51.48082,-0.11692
36512895,Shared room,70,1,1,0.15,51.40313,-0.09197
36419592,Entire home/apt,180,10,0,,51.54479,-0.04817
36419977,Entire home/apt,65,3,0,0.34,51.52994,-0.08036
36419993,Private room,90,2,0,,51.4586,-0.43397
36421530,Entire home/apt,296,7,1,0.06,51.55222,-0.17684
36515124,Private room,37,7,0,,51.54832,-0.09337
36515148,Private room,48,2,0,0.06,51.52722,-0.06804
36515310,Private room,35,1,25,1.9,51.55118,-0.11239
36515432,Entire home/apt,43,2,0,0.16,51.46544,-0.11773
36517001,Private room,30,5,3,0.4,51.51488,-0.06385
36422035,Private room,25,1,0,0.03,51.5881,-0.03244
36373622,Entire home/apt,85,3,0,0.13,51.47768,-0.19677
36422198,Private room,60,2,0,0.12,51.45549,-0.19019
36423130,Private room,33,18,0,,51.61035,-0.11284
36373848,Entire home/apt,75,7,0,,51.41794,-0.0655
36517256,Private room,20,5,0,0.09,51.46374,-0.14886
36427893,Shared room,50,1,0,,51.47958,-0.18327
36374305,Entire home/apt,115,2,4,0.62,51.51957,-0.13662
36374741,Private room,13,1,0,0.03,51.53665,-0.47671
36429086,Private room,30,1,0,0.08,51.49915,-0.32873
36517474,Entire home/apt,250,2,31,1.51,51.54818,-0.06583
36517603,Entire home/apt,54,3,7,0.63,51.49221,0.05686
36517686,Entire home/apt,200,2,0,0.61,51.50018,-0.21418
36517929,Private room,32,3,3,0.5,51.51289,-0.0624
36430574,Private room,150,1,0,,51.36369,-0.29195
36518057,Entire home/apt,147,3,0,0.4,51.49663,-0.12872
36518399,Private room,55,1,0,,51.56329,-0.22679
36518834,Entire home/apt,66,2,10,0.89,51.56038,0.04062
36375069,Entire home/apt,154,28,1,0.79,51.50084,-0.19746
36432311,Entire home/apt,57,1,0,0.4,51.55221,-0.1938
36432843,Private room,28,3,0,,51.57051,-0.37301
36375704,Entire home/apt,162,2,6,0.25,51.49761,-0.0145
36375783,Entire home/apt,70,5,2,0.35,51.47646,-0.02202
36375902,Entire home/apt,350,10,0,0.04,51.50869,-0.14429
36433402,Entire home/apt,160,5,0,0.1,51.55636,-0.08274
36377070,Private room,48,1,0,0.03,51.57579,-0.23419
36378235,Private room,28,2,0,0.13,51.49562,-0.08689
36520377,Private room,107,2,8,0.63,51.51891,-0.16755
36521246,Entire home/apt,27,5,10,0.54,51.41396,-0.1203
36522644,Private room,144,2,48,2.85,51.51811,-0.16789
36435671,Private room,60,2,1,0.19,51.42956,-0.20301
36378638,Entire home/apt,722,1,0,,51.55676,-0.08601
36436391,Entire home/apt,180,4,0,0.13,51.48407,-0.07608
36436538,Entire home/apt,130,2,0,,51.44241,-0.03405
36436628,Private room,23,1,0,0.41,51.55411,0.05918
36437059,Entire home/apt,250,7,0,,51.52012,-0.32179
36378677,Entire home/apt,602,1,0,,51.56693,-0.09119
36379261,Private room,28,2,0,,51.56469,-0.14197
36522848,Private room,49,7,0,,51.52152,-0.16343
36437655,Private room,175,2,1,0.1,51.50025,-0.30488
36437847,Entire home/apt,90,3,0,0.81,51.5058,-0.31682
36522875,Entire home/apt,250,3,0,0.12,51.4702,-0.32246
36523209,Private room,108,2,3,0.77,51.52002,-0.16789
36523283,Private room,100,3,0,,51.475,-0.15075
36523615,Private room,113,2,20,1.6,51.51991,-0.16812
36523825,Private room,108,2,3,0.2,51.5204,-0.16838
36523826,Private room,107,2,7,0.7,51.51828,-0.16918
36523827,Private room,109,2,41,2.98,51.51815,-0.1678
36524155,Private room,100,2,43,2.1,51.51821,-0.16928
36524156,Private room,104,2,26,1.46,51.52024,-0.16971
36524346,Private room,137,2,48,3.78,51.51834,-0.16838
36524577,Private room,242,2,9,0.8,51.51892,-0.16769
36525289,Private room,101,2,3,0.37,51.5196,-0.16762
36379761,Entire home/apt,150,5,0,0.03,51.60789,-0.12
36380734,Entire home/apt,496,1,0,0.03,51.54122,-0.15616
36380759,Private room,70,1,0,,51.53331,-0.29405
36380825,Entire home/apt,481,1,0,,51.53806,-0.11987
36381295,Entire home/apt,95,5,0,0.15,51.47143,-0.21035
36439975,Private room,25,1,0,,51.48299,-0.20204
36441806,Entire home/apt,379,2,0,0.29,51.518,-0.16578
36535878,Private room,40,1,0,,51.55956,-0.04202
36442092,Private room,19,1,0,0.03,51.54379,0.07512
36443909,Entire home/apt,125,3,0,,51.57992,-0.13789
36537219,Entire home/apt,105,3,0,0.37,51.52139,-0.13802
36537383,Entire home/apt,59,7,0,0.03,51.56102,0.06339
36537542,Private room,80,1,0,,51.55199,-0.08949
36538270,Private room,80,1,0,,51.55254,-0.08942
36538274,Private room,26,5,0,0.12,51.45803,-0.19843
36381799,Private room,55,2,0,,51.41091,-0.14303
36381823,Entire home/apt,140,2,0,0.25,51.52731,-0.03675
36381978,Entire home/apt,130,2,0,0.15,51.58888,-0.08496
36382147,Entire home/apt,94,4,0,,51.54058,-0.19818
36444697,Entire home/apt,90,1,0,0.97,51.57435,-0.25744
36382549,Entire home/apt,95,3,7,0.79,51.55408,-0.08656
36382649,Entire home/apt,180,7,0,0.05,51.49499,-0.10603
36539020,Entire home/apt,130,1,5,0.85,51.49603,-0.19155
36448984,Private room,25,1,0,0.03,51.56944,-0.41348
36544727,Entire home/apt,225,3,4,0.19,51.49557,-0.17255
36544978,Entire home/apt,65,5,0,0.03,51.46835,-0.01262
36449087,Private room,75,5,0,,51.58698,-0.00167
36545073,Entire home/apt,80,1,0,0.33,51.46169,-0.15638
36449178,Private room,89,1,0,0.07,51.50876,0.01785
36451463,Private room,60,1,0,,51.4674,0.03106
36539182,Private room,40,1,0,0.61,51.54596,-0.21888
36451499,Entire home/apt,156,4,7,0.84,51.51865,-0.13875
36539575,Entire home/apt,80,7,0,,51.49,-0.22632
36545982,Private room,60,1,0,0.03,51.49813,-0.04197
36546320,Private room,50,1,0,1.42,51.49869,-0.11595
36546528,Entire home/apt,250,3,0,,51.49607,-0.18878
36451917,Private room,45,3,0,0.03,51.53033,-0.09403
36452000,Entire home/apt,92,2,27,1.45,51.48366,-0.20103
36458651,Entire home/apt,175,4,0,0.03,51.39995,-0.247
36460782,Private room,68,30,0,,51.54644,-0.14957
36549116,Private room,45,1,0,,51.65954,-0.03282
36549221,Entire home/apt,52,2,0,0.49,51.4965,-0.06218
36540814,Private room,32,1,0,1.58,51.56179,0.22553
36540836,Entire home/apt,788,1,0,,51.52018,-0.0729
36540926,Entire home/apt,78,2,0,0.18,51.53476,-0.18457
36541402,Entire home/apt,460,4,0,,51.49619,-0.1824
36461528,Private room,56,1,7,0.31,51.46956,-0.02301
36463900,Entire home/apt,100,2,8,0.76,51.60422,-0.11966
36464140,Private room,45,6,0,0.03,51.49025,-0.03887
36541728,Private room,45,2,4,0.17,51.57178,-0.10027
36550036,Private room,32,5,0,,51.55435,0.14918
36550237,Private room,28,1,0,0.06,51.56908,-0.2688
36550664,Entire home/apt,250,2,0,,51.56579,-0.01526
36550686,Entire home/apt,60,1,1,0.19,51.43735,-0.12384
36464632,Private room,45,2,0,,51.48034,-0.08054
36465819,Entire home/apt,800,1,0,0.19,51.49469,-0.12981
36465892,Entire home/apt,200,5,0,,51.52047,-0.10297
36466089,Entire home/apt,140,3,0,,51.56814,-0.09859
36467648,Private room,30,1,9,0.85,51.39735,-0.18168
36551069,Entire home/apt,130,4,0,0.03,51.48675,-0.18461
36542351,Entire home/apt,166,5,4,0.8,51.42728,-0.30587
36468074,Entire home/apt,120,2,0,0.03,51.60556,-0.23808
36542577,Entire home/apt,100,14,0,,51.54765,-0.07675
36552072,Entire home/apt,85,14,4,0.59,51.53232,-0.0868
36468486,Private room,90,1,0,,51.43453,-0.21919
36469987,Private room,99,2,0,,51.56074,-0.05862
36470581,Entire home/apt,66,3,0,0.34,51.44513,-0.34595
36553255,Entire home/apt,100,2,0,0.47,51.50496,-0.23676
36553457,Entire home/apt,400,14,0,,51.5426,-0.21311
36471394,Entire home/apt,625,2,0,0.1,51.50981,0.02559
36553812,Private room,70,2,0,,51.51459,-0.07052
36554400,Entire home/apt,150,1,0,0.03,51.51662,-0.06998
36543056,Entire home/apt,170,4,0,0.03,51.42908,-0.16088
36543458,Entire home/apt,120,4,6,0.74,51.49238,-0.26018
36543559,Entire home/apt,250,3,1,0.18,51.49592,-0.17421
36543992,Entire home/apt,90,3,14,0.71,51.42449,-0.0577
36544227,Entire home/apt,199,3,4,0.31,51.49623,-0.17421
36544331,Private room,40,1,0,0.03,51.4385,-0.15766
36472037,Private room,33,2,0,0.12,51.50883,-0.008
36472114,Entire home/apt,500,7,0,0.03,51.56974,-0.19431
36555053,Entire home/apt,150,2,0,,51.5578,0.23326
36472176,Private room,30,7,0,,51.50041,-0.39376
36473038,Entire home/apt,64,10,0,,51.57676,-0.23881
36473090,Entire home/apt,119,2,0,0.43,51.48173,-0.09619
36475296,Private room,80,1,0,0.03,51.55698,-0.05426
36476689,Entire home/apt,350,3,0,0.06,51.45823,-0.10418
36625964,Entire home/apt,230,1,4,0.31,51.5502,-0.10568
36477684,Private room,30,1,0,,51.4441,-0.10626
36626554,Entire home/apt,119,2,9,0.44,51.46232,-0.17601
36478171,Entire home/apt,125,14,0,0.06,51.46513,-0.08395
36628929,Entire home/apt,150,3,0,0.12,51.44873,-0.05102
36630171,Private room,19,2,0,0.09,51.61351,-0.12999
36630763,Entire home/apt,100,2,3,0.36,51.54583,-0.07374
36555412,Entire home/apt,85,2,0,0.15,51.46726,-0.12535
36556312,Entire home/apt,250,1,0,0.34,51.55105,0.00296
36556375,Private room,45,1,0,,51.52228,-0.16907
36556469,Entire home/apt,150,2,0,,51.55357,-0.04663
36557022,Entire home/apt,55,1,0,,51.52757,-0.11652
36558839,Private room,140,1,0,0.03,51.55085,-0.11996
36559843,Private room,64,3,8,0.57,51.51111,-0.05414
36560005,Private room,61,1,0,,51.58997,0.02704
36561109,Private room,23,2,0,0.09,51.53136,-0.19237
36561200,Private room,35,1,0,,51.53117,-0.04514
36561581,Private room,25,4,0,,51.51838,-0.01665
36561725,Private room,39,5,0,0.19,51.47989,0.02486
36563438,Entire home/apt,140,3,0,,51.48687,0.05677
36564111,Private room,70,2,0,,51.52062,-0.05897
36565657,Entire home/apt,45,3,0,,51.52663,-0.06159
36571490,Entire home/apt,58,1,0,0.03,51.4357,0.06967
36479093,Entire home/apt,42,4,0,,51.55337,0.05579
36479747,Private room,60,1,0,0.03,51.4776,-0.11489
36631569,Private room,24,30,0,,51.38143,-0.17978
36631724,Private room,50,1,8,0.69,51.56118,-0.12011
36479946,Entire home/apt,70,3,14,0.94,51.4567,-0.03945
36728899,Entire home/apt,400,4,0,,51.54559,-0.10755
36729714,Entire home/apt,120,5,2,0.12,51.55013,-0.08825
36729848,Entire home/apt,235,5,0,,51.51137,-0.12266
36730420,Private room,15,1,0,0.3,51.49937,-0.38202
36631737,Private room,50,5,0,,51.47316,0.17939
36633408,Entire home/apt,70,14,0,,51.37979,-0.27244
36576141,Entire home/apt,180,2,0,0.28,51.52666,-0.18617
36576501,Entire home/apt,518,1,0,,51.51481,-0.13584
36730654,Private room,35,1,0,0.41,51.46854,-0.28682
36731449,Entire home/apt,300,3,0,0.03,51.43588,-0.16359
36577180,Private room,70,2,0,,51.51949,-0.05731
36577382,Private room,23,1,12,3.19,51.57636,0.05362
36577473,Entire home/apt,141,2,2,0.75,51.54356,-0.02338
36578529,Entire home/apt,190,1,0,0.46,51.44781,-0.07337
36633751,Entire home/apt,50,4,0,,51.38077,-0.2753
36633764,Entire home/apt,90,5,5,0.35,51.46792,-0.05421
36634473,Private room,41,3,0,0.09,51.4831,-0.03341
36731453,Entire home/apt,65,1,0,0.25,51.51493,-0.18118
36745383,Private room,25,1,43,2.55,51.46591,-0.39191
36634762,Entire home/apt,79,1,0,,51.5459,-0.4764
36635505,Private room,50,1,0,,51.41666,-0.30561
36639018,Private room,40,1,1,0.15,51.55765,-0.13627
36578896,Private room,20,1,0,0.06,51.39667,-0.10421
36579383,Entire home/apt,757,1,0,,51.45612,-0.06524
36747386,Hotel room,127,1,28,2.17,51.49195,-0.14187
36748832,Entire home/apt,75,14,8,0.41,51.5282,-0.13816
36579498,Entire home/apt,533,1,0,,51.44791,-0.20461
36580486,Entire home/apt,450,6,0,0.03,51.53626,-0.17584
36643923,Private room,32,28,2,0.16,51.34699,-0.01916
36645460,Entire home/apt,60,2,6,0.44,51.56076,0.04013
36649410,Entire home/apt,70,3,0,,51.53214,0.0429
36649984,Private room,60,2,1,0.38,51.39764,-0.28539
36749442,Private room,25,1,0,0.21,51.56559,0.13087
36651784,Entire home/apt,472,1,0,,51.54502,-0.06714
36652405,Private room,50,1,3,0.22,51.54828,-0.15055
36653807,Private room,40,2,0,,51.56134,-0.09386
36654027,Private room,165,3,0,0.06,51.52564,-0.18287
36654995,Entire home/apt,100,80,0,0.82,51.52263,-0.12043
36655354,Private room,35,1,0,0.29,51.3923,-0.09774
36656222,Entire home/apt,50,1,0,0.03,51.47653,-0.09999
36657089,Entire home/apt,7800,4,0,0.22,51.48606,-0.13853
36657440,Private room,50,3,0,0.03,51.58066,-0.06816
36580824,Private room,35,5,8,0.65,51.36433,-0.11024
36749448,Private room,30,2,0,0.29,51.60021,-0.05833
36749567,Private room,25,1,0,0.43,51.56557,0.1314
36657785,Entire home/apt,205,2,19,0.82,51.48753,-0.03079
36750552,Entire home/apt,130,2,3,0.31,51.549553,-0.009579
36658461,Private room,40,2,0,0.03,51.47982,-0.11444
36659183,Entire home/apt,102,5,1,0.32,51.50909,-0.29982
36659461,Entire home/apt,840,5,0,,51.4898,-0.15791
36659506,Entire home/apt,798,1,0,,51.55185,-0.08819
36660023,Entire home/apt,107,7,0,0.19,51.56499,-0.20892
36660818,Entire home/apt,288,3,2,0.19,51.50373,-0.23994
36661315,Private room,102,1,0,0.03,51.46648,-0.05192
36661974,Entire home/apt,140,2,0,0.09,51.54144,-0.08661
36662274,Entire home/apt,198,2,5,0.58,51.51822,-0.12704
36662394,Private room,28,14,0,0.04,51.49455,-0.0423
36666888,Entire home/apt,200,2,0,0.61,51.48339,-0.16855
36580860,Entire home/apt,241,2,0,,51.5147,-0.09972
36580988,Private room,70,2,0,,51.41591,-0.08596
36581005,Entire home/apt,70,2,0,0.12,51.41268,-0.07482
36581805,Entire home/apt,177,2,0,0.19,51.47731,-0.08465
36583328,Private room,49,4,0,,51.53909,-0.05691
36584174,Entire home/apt,139,3,3,0.46,51.49429,0.0141
36584403,Private room,33,7,0,0.24,51.52932,-0.07366
36584750,Entire home/apt,130,7,7,0.79,51.5917,-0.08782
36585375,Private room,45,1,0,,51.41835,-0.13366
36585495,Private room,45,2,0,0.06,51.53642,-0.1401
36750583,Entire home/apt,240,3,5,0.27,51.53413,-0.09379
36750776,Private room,37,1,10,0.73,51.47643,-0.07323
36586188,Private room,25,7,0,,51.46852,0.09488
36586735,Entire home/apt,100,3,0,0.09,51.55211,-0.14126
36668100,Private room,75,1,0,0.06,51.5886,-0.12841
36751651,Private room,25,4,0,0.32,51.46923,-0.1054
36751770,Private room,74,1,0,1.15,51.50976,-0.12798
36668840,Entire home/apt,150,3,0,,51.43624,-0.0504
36752060,Entire home/apt,150,4,0,0.09,51.50064,-0.2192
36752581,Entire home/apt,132,4,0,0.15,51.49679,-0.18708
36752648,Private room,37,1,7,0.32,51.47492,-0.07535
36753022,Entire home/apt,178,2,8,0.85,51.46054,-0.07448
36753850,Private room,40,3,0,,51.54903,-0.08342
36669874,Entire home/apt,85,28,0,,51.40048,-0.11239
36670901,Shared room,30,1,0,0.03,51.51392,0.05984
36586837,Private room,65,2,0,0.16,51.62013,-0.17746
36754033,Entire home/apt,125,10,1,0.25,51.4298,0.04563
36754552,Entire home/apt,95,2,0,0.03,51.51969,0.01786
36587592,Entire home/apt,250,3,3,0.21,51.4106,-0.27959
36672926,Entire home/apt,34,14,0,,51.59637,-0.17344
36755216,Entire home/apt,109,1,1,0.69,51.57627,0.04596
36755610,Private room,30,1,0,,51.60663,0.16757
36755836,Private room,50,4,0,,51.54794,-0.08308
36756194,Entire home/apt,80,2,3,0.85,51.53944,-0.02218
36685129,Private room,25,2,0,0.06,51.51663,-0.07733
36685729,Private room,30,1,0,,51.39453,-0.09771
36686596,Entire home/apt,350,7,0,,51.46457,-0.13586
36686684,Private room,26,2,21,1.19,51.54404,0.07793
36686823,Private room,60,1,1,0.06,51.49958,-0.06026
36589286,Entire home/apt,95,2,0,0.06,51.54072,-0.09762
36756466,Private room,40,1,0,0.03,51.58977,-0.12384
36756549,Entire home/apt,800,1,0,0.03,51.56489,-0.09088
36757288,Private room,45,1,12,0.5,51.51736,-0.04892
36589687,Entire home/apt,110,2,0,,51.47889,-0.03182
36590980,Entire home/apt,96,1,0,0.16,51.47403,-0.1735
36687082,Private room,25,1,5,0.5,51.5343,0.08078
36687856,Private room,45,2,0,0.13,51.47294,-0.03015
36688195,Private room,400,1,0,0.03,51.56154,-0.06643
36689476,Entire home/apt,200,7,0,0.03,51.442,-0.2179
36690362,Private room,20,7,0,0.03,51.47113,-0.01655
36757390,Entire home/apt,999,2,0,0.03,51.47787,-0.13021
36690513,Private room,60,1,0,0.03,51.49636,0.01269
36591091,Entire home/apt,848,1,0,,51.51969,-0.06812
36591170,Entire home/apt,667,1,0,,51.53745,-0.22302
36757601,Private room,23,3,0,,51.51712,-0.04986
36758475,Private room,60,2,0,,51.52103,-0.05734
36591724,Private room,55,1,0,,51.45408,0.03164
36758586,Entire home/apt,58,2,0,0.54,51.49955,-0.10121
36592297,Private room,80,1,0,,51.47758,-0.02586
36592468,Entire home/apt,264,10,0,0.72,51.52277,-0.10991
36594503,Private room,70,1,0,3.21,51.50065,-0.09184
36594510,Private room,70,1,0,3.48,51.50295,-0.09197
36691240,Private room,60,1,0,,51.50378,-0.42651
36691959,Hotel room,35,2,0,0.03,51.43883,-0.11153
36692240,Entire home/apt,67,3,6,0.48,51.58899,-0.23563
36693893,Entire home/apt,74,4,0,0.26,51.49411,-0.19271
36694333,Shared room,17,1,0,,51.55937,-0.10866
36696636,Entire home/apt,45,2,5,0.26,51.47219,-0.055
36696683,Private room,30,34,0,,51.59546,-0.21412
36697216,Private room,30,1,0,1.5,51.58314,-0.07957
36760110,Entire home/apt,93,2,0,0.06,51.42857,-0.17497
36760367,Private room,84,1,7,1.15,51.53164,-0.12194
36761129,Private room,55,2,0,,51.55001,-0.07182
36761884,Entire home/apt,150,3,0,0.41,51.49606,-0.16546
36764603,Entire home/apt,85,2,4,0.35,51.47018,-0.12802
36764639,Private room,29,1,76,6.56,51.51356,-0.2852
36765508,Entire home/apt,45,28,0,0.46,51.52049,-0.03834
36765636,Entire home/apt,150,4,4,0.23,51.44524,-0.20375
36765901,Private room,60,1,0,0.13,51.51964,-0.27523
36766569,Private room,23,1,1,0.48,51.38853,-0.09825
36766758,Private room,32,1,0,,51.52543,-0.29218
36766777,Entire home/apt,145,3,4,0.22,51.46936,-0.17368
36767033,Entire home/apt,200,2,5,0.36,51.51377,-0.25986
36767326,Private room,25,7,3,0.28,51.52681,-0.13835
36767356,Entire home/apt,95,5,2,0.19,51.46773,-0.1321
36767745,Entire home/apt,250,5,8,0.36,51.48808,-0.1104
36697644,Private room,26,1,0,0.09,51.55682,-0.1024
36697806,Entire home/apt,179,2,2,0.61,51.4956,-0.18817
36697914,Private room,56,1,0,0.15,51.55531,0.25005
36594696,Private room,36,1,0,0.27,51.55256,-0.19387
36595228,Private room,38,1,0,0.16,51.46588,-0.28328
36596097,Entire home/apt,471,2,3,0.64,51.60746,0.24814
36598046,Private room,120,1,1,0.12,51.44123,-0.30254
36598969,Private room,15,30,0,,51.61356,0.11803
36767820,Entire home/apt,150,5,0,0.04,51.56808,-0.1194
36599559,Entire home/apt,65,3,9,0.73,51.54347,-0.19938
36599590,Entire home/apt,407,7,2,0.09,51.48811,-0.18611
36768466,Private room,57,2,0,0.69,51.57199,0.09621
36769623,Entire home/apt,274,3,3,0.24,51.54272,-0.10308
36601068,Private room,12,5,1,0.06,51.40412,0.03394
36601417,Private room,55,1,2,0.19,51.46373,-0.10869
36703711,Entire home/apt,319,3,13,0.57,51.515,-0.1257
36769754,Private room,41,1,23,1.97,51.52735,-0.11832
36778825,Private room,28,1,16,1.59,51.5449,-0.02847
36602679,Entire home/apt,140,2,15,0.56,51.50111,-0.0943
36779887,Entire home/apt,124,14,4,0.5,51.39087,-0.30347
36779935,Entire home/apt,432,3,5,0.84,51.51377,-0.11263
36780170,Private room,60,1,0,,51.53329,-0.13254
36780247,Entire home/apt,55,2,2,0.13,51.55685,-0.21164
36780690,Entire home/apt,170,3,0,0.03,51.47454,-0.1339
36782186,Entire home/apt,734,1,0,,51.54033,-0.15196
36782254,Private room,39,1,1,0.22,51.61339,-0.30513
36609347,Entire home/apt,79,3,1,0.29,51.59093,-0.23683
36704582,Entire home/apt,44,2,7,0.9,51.61757,-0.00145
36708378,Entire home/apt,92,3,12,1.05,51.49318,-0.16694
36709899,Private room,25,3,0,0.06,51.36677,-0.09796
36710362,Private room,50,2,0,0.87,51.49804,-0.11719
36711171,Entire home/apt,110,1,0,0.03,51.55446,-0.04858
36782743,Private room,110,2,11,0.61,51.51063,0.01867
36711528,Entire home/apt,105,14,3,0.22,51.40556,0.01553
36785082,Entire home/apt,100,5,0,0.16,51.49811,-0.0836
36612824,Private room,32,4,0,0.21,51.48776,-0.30013
36615357,Entire home/apt,49,1,2,0.57,51.38536,-0.12804
36616238,Entire home/apt,189,7,1,0.15,51.47937,-0.03488
36616779,Private room,35,3,0,0.06,51.53007,-0.05392
36617075,Entire home/apt,190,90,0,0.09,51.49956,-0.01866
36618464,Private room,32,7,0,,51.59794,-0.08037
36618483,Private room,25,2,0,0.15,51.50884,-0.02131
36618709,Entire home/apt,80,10,2,0.45,51.5457,-0.22718
36785474,Entire home/apt,180,2,0,0.03,51.61293,-0.17929
36785628,Entire home/apt,250,3,0,,51.50069,-0.07799
36786880,Private room,48,5,8,0.79,51.55089,-0.05776
36786980,Private room,97,3,0,0.42,51.55848,-0.00314
36787343,Entire home/apt,69,2,0,0.06,51.48257,-0.25249
36789246,Entire home/apt,93,4,7,0.31,51.54488,-0.19029
36789516,Entire home/apt,56,2,10,0.66,51.53249,-0.20265
36789542,Entire home/apt,139,2,14,0.76,51.52806,-0.06967
36789704,Private room,35,2,0,0.18,51.5196,-0.36104
36618793,Entire home/apt,70,7,7,0.35,51.54815,-0.04432
36712052,Entire home/apt,120,2,11,0.55,51.46204,-0.13577
36712227,Entire home/apt,350,6,0,,51.52422,-0.13753
36712872,Entire home/apt,91,5,3,0.25,51.52344,-0.22434
36712882,Entire home/apt,55,25,0,0.31,51.48562,-0.15924
36790288,Private room,35,3,0,0.03,51.46922,-0.17131
36790696,Private room,40,2,0,0.27,51.56995,-0.09562
36790798,Entire home/apt,99,2,0,0.38,51.47804,-0.20542
36713420,Private room,30,1,0,0.12,51.54885,-0.07864
36713543,Private room,28,3,0,,51.57911,-0.0398
36714331,Private room,36,1,0,0.32,51.4662,-0.28201
36715210,Private room,70,1,0,0.26,51.56712,0.12346
36715816,Entire home/apt,175,7,0,,51.59913,-0.12756
36716453,Private room,54,1,6,0.4,51.50131,0.02923
36716975,Entire home/apt,150,2,0,0.13,51.59412,0.00118
36716980,Private room,200,1,0,0.03,51.49121,-0.13799
36719244,Entire home/apt,115,5,1,0.25,51.55163,-0.08983
36719672,Private room,59,15,1,0.09,51.47615,-0.23958
36720010,Entire home/apt,249,3,3,0.26,51.51309,-0.20848
36721735,Entire home/apt,100,2,0,,51.5463,-0.01013
36722632,Entire home/apt,95,7,12,0.93,51.49605,-0.12993
36723895,Private room,1150,3,0,,51.50245,-0.16692
36619748,Entire home/apt,147,2,0,0.1,51.47063,-0.16813
36620416,Entire home/apt,299,7,1,1.11,51.51451,-0.16348
36620835,Entire home/apt,110,4,4,0.63,51.49519,-0.18696
36621994,Entire home/apt,110,2,1,0.1,51.50952,-0.23473
36622164,Private room,38,1,6,0.47,51.48761,-0.01716
36791193,Entire home/apt,250,3,0,0.06,51.50118,-0.07845
36791718,Private room,90,2,4,0.25,51.47085,-0.03025
36622476,Entire home/apt,240,1,0,,51.49895,-0.16965
36623136,Entire home/apt,39,2,0,0.03,51.64497,-0.03933
36623400,Entire home/apt,190,2,15,1.18,51.47319,-0.28033
36624028,Private room,50,2,0,0.6,51.49665,-0.11457
36724224,Entire home/apt,115,1,0,0.03,51.54591,-0.01213
36792863,Entire home/apt,369,5,0,,51.48009,-0.18037
36792892,Entire home/apt,138,2,0,0.34,51.45659,-0.12808
36724264,Entire home/apt,110,3,0,0.48,51.56382,-0.10374
36724670,Entire home/apt,50,4,0,0.15,51.55552,-0.0761
36807229,Entire home/apt,149,28,3,0.45,51.49169,-0.30214
36815723,Private room,45,7,1,0.63,51.57573,-0.11574
36794232,Entire home/apt,420,7,1,0.23,51.47703,-0.21863
36818078,Entire home/apt,50,4,1,0.09,51.60725,-0.07511
36794453,Entire home/apt,350,3,0,0.19,51.48775,-0.18156
36726671,Entire home/apt,353,4,5,0.24,51.47467,-0.18258
36726723,Entire home/apt,135,3,0,0.24,51.51506,-0.04814
36727615,Entire home/apt,85,2,0,0.03,51.46327,-0.13522
36794929,Entire home/apt,150,1,19,1.83,51.47914,-0.05243
36796074,Entire home/apt,168,2,0,,51.52546,-0.20479
36728252,Entire home/apt,400,5,0,0.03,51.46562,-0.16317
36818795,Private room,40,2,0,1.11,51.49773,-0.11543
36819618,Entire home/apt,125,4,1,0.44,51.38892,-0.21873
36819880,Private room,28,31,0,,51.54204,0.08354
36796107,Entire home/apt,59,3,3,0.14,51.59088,-0.23656
36796284,Entire home/apt,150,3,0,,51.60753,-0.29587
36797471,Private room,50,1,0,0.25,51.66173,-0.04043
36819913,Private room,40,2,0,0.06,51.58207,-0.23134
36820684,Private room,60,2,0,0.25,51.52439,-0.16715
36822120,Entire home/apt,192,2,0,0.62,51.48759,-0.17387
36822733,Entire home/apt,596,3,7,0.98,51.51597,-0.13373
36822858,Private room,78,20,0,0.35,51.54846,-0.14438
36822908,Hotel room,181,1,2,0.34,51.49195,-0.14187
36822960,Hotel room,199,1,23,1.8,51.49195,-0.14187
36823413,Entire home/apt,275,3,0,,51.50156,-0.08079
36824296,Entire home/apt,55,3,0,,51.54294,-0.02384
36892698,Entire home/apt,500,2,0,0.06,51.55698,-0.1767
36798645,Private room,102,2,0,,51.54018,-0.02539
36892965,Entire home/apt,50,4,0,,51.58332,-0.07311
36894614,Entire home/apt,50,2,0,0.07,51.38229,-0.15469
36824737,Entire home/apt,75,2,0,0.12,51.58619,-0.09662
