id,price,number_of_reviews_ltm,reviews_per_month
28985947,$118.00 ,14,1.37
28986684,$35.00 ,10,1.5
28986736,$50.00 ,0,
28987168,$35.00 ,0,0.13
28987619,$223.00 ,3,0.88
28991929,$50.00 ,8,0.61
28994144,$450.00 ,0,
28994642,$270.00 ,0,0.18
28995750,$38.00 ,16,2.39
28995877,$58.00 ,0,0.12
28995982,$320.00 ,11,1.24
28996537,$89.00 ,3,0.18
28996846,$98.00 ,0,
28997196,$32.00 ,4,0.55
28997369,$120.00 ,4,1.38
28997773,$24.00 ,4,0.41
28998306,$24.00 ,8,0.73
28998549,$342.00 ,0,0.83
28999081,$85.00 ,4,1.47
28999169,$45.00 ,17,1.56
28999247,$40.00 ,0,0.18
28999974,$50.00 ,4,0.94
29000140,$69.00 ,2,0.45
29000185,$200.00 ,0,0.09
29001012,$35.00 ,11,1.46
29001185,$99.00 ,0,
29001285,$29.00 ,10,0.99
29002064,$25.00 ,0,
29002912,$55.00 ,6,3
29004659,$94.29 ,5,0.96
29004932,$62.00 ,0,1.5
29005459,$57.14 ,0,
29006871,$79.00 ,0,0.13
29009083,$111.00 ,0,
29009495,$35.00 ,2,0.18
29010231,$35.00 ,0,0.09
29010247,$25.00 ,0,0.1
29010760,$160.00 ,3,0.36
29011089,"$1,500.00 ",0,
29011926,$46.00 ,8,1.68
29018282,$69.00 ,3,0.4
29018691,$100.00 ,0,0.2
29019313,$98.00 ,0,1.37
29019336,$87.00 ,4,0.77
29020189,$82.86 ,9,1.34
29020451,$119.00 ,0,0.18
29020596,$60.00 ,9,1.45
29020709,$190.00 ,2,0.39
29020877,$95.00 ,0,0.22
29020985,$48.00 ,15,1.92
29021039,$71.00 ,1,0.14
29021753,$48.00 ,1,0.26
29021780,$60.00 ,17,1.41
29022655,$49.00 ,11,1.36
29023291,$30.00 ,1,0.09
29023334,$206.00 ,5,0.7
29023408,$129.00 ,13,1.4
29023661,$195.00 ,1,0.48
29023957,$65.00 ,8,0.98
29024116,$91.00 ,1,0.34
29024402,$89.00 ,0,0.14
29024447,$70.00 ,0,0.04
29024725,$44.00 ,6,0.8
29025103,$106.00 ,2,0.89
29025776,$22.00 ,0,
29026600,$210.00 ,0,0.44
29026630,$93.00 ,3,0.31
29026676,$120.00 ,0,0.26
29026879,$75.00 ,1,0.88
29026933,$50.00 ,10,1.45
29027835,$80.00 ,0,0.35
29028745,$100.00 ,0,
29028776,$41.00 ,18,1.74
29029822,$59.00 ,0,0.31
29029965,$110.00 ,10,0.67
29031555,$24.00 ,49,4.74
29032048,$35.00 ,0,
29032156,$140.00 ,9,0.75
29032871,$68.00 ,0,0.62
29033567,$70.00 ,0,
29033639,$125.00 ,4,1.51
29033868,$100.00 ,0,
29033913,$155.00 ,3,1.17
29034778,$55.00 ,0,
29035144,$60.00 ,0,
29035522,$23.00 ,0,0.06
29035810,$35.00 ,0,0.18
29036857,$39.00 ,9,1.69
29037066,$52.00 ,3,1.95
29037616,$52.00 ,7,2.46
29040929,"$1,003.00 ",9,0.5
29043924,$35.00 ,0,1.76
29045202,$120.00 ,5,0.3
29045209,$38.00 ,17,1.75
29045467,$32.00 ,12,0.98
29045488,$90.00 ,1,0.09
29045826,$140.00 ,0,0.27
29046075,$275.00 ,1,0.49
29046672,,0,f
29046886,$168.00 ,4,0.39
29047744,$45.00 ,0,
29048530,$89.00 ,0,0.65
29048795,$60.00 ,0,
29050482,$100.00 ,1,0.09
29050973,$128.00 ,4,0.36
29053139,$40.00 ,19,2
29054503,$130.00 ,0,1.32
29054773,$40.00 ,4,0.59
29055203,$35.00 ,4,0.32
29056877,$65.00 ,3,1.1
29058059,$19.00 ,33,3.66
29058586,$21.00 ,33,3.96
29058595,$80.00 ,6,0.8
29058672,$101.00 ,8,0.93
29058704,$19.00 ,39,4.57
29058825,$22.00 ,38,4.08
29060134,$65.00 ,1,0.23
29060819,$87.00 ,0,
29063534,$28.00 ,0,
29065049,$226.00 ,2,0.94
29065816,$144.00 ,5,1.31
29068665,$60.00 ,0,0.24
29068906,$90.00 ,9,1.38
29068938,$174.00 ,3,0.96
29069749,$85.00 ,2,0.2
29069910,$20.00 ,16,2.16
29069971,$100.00 ,0,0.05
29070074,$39.00 ,1,0.18
29070127,$45.00 ,0,0.13
29070358,$70.00 ,1,1.39
29070816,$40.00 ,0,0.09
29070928,$30.00 ,0,
29070985,$30.00 ,0,
29070997,$104.00 ,3,0.89
29072096,$30.00 ,1,0.09
29072203,$40.00 ,3,0.8
29072533,$69.00 ,3,0.71
29074066,$240.00 ,3,0.75
29075577,$98.00 ,1,0.11
29076742,$250.00 ,0,
29077206,$23.00 ,1,0.18
29078145,$65.00 ,0,0.13
29078535,$53.00 ,2,0.93
29078633,$65.00 ,0,0.05
29078737,$40.00 ,0,0.05
29078861,$100.00 ,0,0.04
29079162,$64.00 ,26,3.85
29080869,$80.00 ,0,
29081312,$68.00 ,0,0.14
29087101,$50.00 ,8,1.27
29087363,$50.00 ,1,0.1
29087565,$150.00 ,3,0.32
29088444,$49.00 ,31,2.82
29088946,$48.00 ,4,0.46
29088950,$70.00 ,2,0.36
29089312,1 bath,5,1
29089437,$70.00 ,0,0.44
29089502,$36.00 ,0,0.04
29089723,$40.00 ,0,0.07
29089992,$25.00 ,0,0.09
29090242,$36.00 ,23,2.07
29090330,$92.00 ,0,
29091687,$165.00 ,4,0.53
29091726,$38.00 ,24,1.77
29091832,$31.00 ,8,1.51
29092343,$49.00 ,20,2.65
29092372,$380.00 ,0,
29093325,$34.00 ,0,
29093961,$70.00 ,5,0.52
29094762,$49.00 ,0,0.31
29095468,$33.00 ,0,
29095690,$60.00 ,4,1.46
29096083,$45.00 ,6,1.53
29096780,$120.00 ,13,1.08
29097051,$45.00 ,35,6.35
29097128,$40.00 ,4,1.37
29097343,$87.00 ,0,0.05
29098097,$42.00 ,24,2.68
29098201,$79.00 ,0,0.18
29098736,$40.00 ,33,3.17
29098868,$140.00 ,1,0.3
29099082,$352.00 ,2,0.27
29099365,$45.00 ,0,
29099922,$23.00 ,12,2.14
29099942,$40.00 ,3,0.79
29100727,$40.00 ,0,0.76
29100788,$85.00 ,16,2.09
29100882,$110.00 ,3,0.41
29100994,$34.00 ,59,5.7
29102449,$70.00 ,0,
29102959,$69.00 ,1,0.46
29103351,$76.00 ,2,0.7
29103649,$80.00 ,0,
29107634,$130.00 ,0,
29109579,$35.00 ,0,0.18
29110598,$45.00 ,0,0.06
29111962,$85.00 ,3,0.58
29113298,$38.00 ,11,0.92
29113961,$38.00 ,31,2.29
29114165,$55.00 ,0,
29114364,$175.00 ,1,0.66
29114534,$56.00 ,0,0.11
29115068,$80.00 ,0,0.08
29115700,$80.00 ,10,0.93
29116176,$80.00 ,0,0.14
29117335,$35.00 ,0,0.13
29119340,$300.00 ,0,0.05
29120946,$86.00 ,0,0.05
29121453,$200.00 ,0,
29121540,$50.00 ,30,3.76
29122272,$145.00 ,7,0.59
29122621,$88.00 ,0,0.61
29122668,$500.00 ,0,
29123758,$51.00 ,0,1.79
29123940,$52.14 ,3,2.36
29127453,$63.00 ,0,0.05
29127913,$18.00 ,26,2.34
29128001,$42.00 ,0,0.09
29136241,$30.00 ,0,
29137405,$25.00 ,0,
29138043,$55.00 ,0,
29139098,$58.00 ,2,0.27
29141499,$184.00 ,4,0.53
29142114,$115.00 ,18,1.69
29143355,$537.00 ,0,
29143385,$499.00 ,0,0.05
29143427,$776.00 ,0,
29143942,$34.00 ,0,0.05
29144257,$40.00 ,9,0.71
29144296,$75.00 ,10,1.21
29144324,$300.00 ,0,0.05
29144384,$100.00 ,3,0.6
29144842,$150.00 ,0,
29144964,$125.00 ,0,
29145011,$182.00 ,2,1.69
29145091,$100.00 ,0,
29145162,$40.00 ,1,0.4
29145199,$100.00 ,0,
29145414,$40.00 ,1,0.28
29145719,$104.00 ,2,0.23
29145732,$70.00 ,0,0.67
29145742,$40.00 ,0,0.31
29146311,$90.00 ,4,0.45
29146404,$101.00 ,3,0.83
29146733,$76.00 ,0,
29147332,$25.00 ,3,0.32
29149192,$99.00 ,2,0.18
29149455,$126.00 ,0,0.36
29149919,$24.00 ,2,0.75
29150335,$135.00 ,0,0.28
29151410,$329.00 ,0,
29152248,$90.00 ,5,1.03
29153762,$60.00 ,0,0.05
29154457,$90.00 ,0,0.13
29154544,$15.00 ,22,1.93
29155592,$25.00 ,0,0.04
29156592,$45.00 ,11,2.57
29156724,$70.00 ,1,0.67
29157253,$25.00 ,6,0.43
29157725,$45.00 ,0,0.7
29157901,$130.00 ,6,0.64
29158910,$39.00 ,8,0.54
29160253,$10.00 ,0,0.12
29163648,$75.00 ,3,0.48
29167510,$128.00 ,12,1.47
29167600,$99.00 ,0,0.75
29169839,$295.00 ,0,0.22
29170386,$69.00 ,0,0.36
29171122,$140.00 ,1,1.11
29171181,$99.00 ,1,0.18
29171213,$112.00 ,0,0.51
29171578,$150.00 ,5,0.89
29172209,$60.00 ,10,0.92
29172211,$45.00 ,1,0.22
29172417,$81.00 ,1,0.09
29172442,$33.00 ,0,
29173137,$95.00 ,0,0.19
29174026,$75.00 ,0,0.18
29174487,$40.00 ,19,2.83
29175006,$150.00 ,0,
29175049,$85.00 ,7,1.14
29176185,$50.00 ,15,1.43
29176201,$118.00 ,0,
29177673,$87.00 ,0,0.33
29177797,$37.00 ,2,0.83
29178770,$80.00 ,0,0.14
29179944,$20.00 ,1,1
29180934,$52.00 ,0,0.84
29181272,$69.00 ,2,1.19
29181798,$39.00 ,0,0.04
29182309,$21.00 ,0,0.53
29182580,$125.00 ,3,0.35
29182850,$45.00 ,8,2.17
29183038,$55.00 ,3,0.27
29183200,$200.00 ,0,
29183819,$90.00 ,10,1.68
29185127,$140.00 ,11,0.94
29185213,$120.00 ,7,3.26
29185257,$199.00 ,2,0.25
29186739,$40.00 ,0,0.14
29196844,$28.00 ,0,0.08
29198246,$59.00 ,0,0.14
29198969,-0.1602,1125,9
29199582,$81.00 ,9,1.31
29199663,$45.00 ,10,1.7
29200784,$129.29 ,4,0.84
29201293,$92.00 ,0,
29201661,$30.00 ,0,
29201794,$30.00 ,44,5.38
29202044,$857.00 ,2,0.76
29202592,$145.00 ,5,0.86
29202923,$160.00 ,0,0.23
29204155,$35.00 ,4,0.61
29204490,$162.00 ,0,0.05
29205122,$130.00 ,1,0.09
29205594,$35.00 ,1,0.09
29205613,$215.00 ,18,2.27
29205614,$150.00 ,2,0.31
29207463,$332.00 ,0,
29207560,$125.00 ,0,0.15
29207841,$93.00 ,0,0.14
29207921,$60.00 ,1,1
29209674,$99.00 ,0,
29210815,$50.00 ,4,0.66
29211205,$60.00 ,0,0.05
29211470,$85.00 ,0,
29211510,$33.00 ,47,4.04
29211988,$80.00 ,0,0.04
29212225,$59.00 ,0,0.04
29213065,$99.00 ,6,1.41
29213504,$65.00 ,0,0.05
29213697,$50.00 ,0,
29214220,$100.00 ,10,1.16
29215141,$98.00 ,18,2.21
29215751,$250.00 ,4,0.88
29217812,$70.00 ,0,
29220561,$59.00 ,4,1.49
29223872,$30.00 ,22,3.52
29224959,$94.00 ,2,0.3
29227512,$38.00 ,0,0.27
29228330,$79.00 ,5,1.18
29228498,$70.00 ,1,0.14
29229890,$80.00 ,0,0.06
29230250,$111.00 ,2,0.32
29230752,$65.00 ,3,0.25
29230791,$80.00 ,0,
29231375,$80.00 ,0,0.97
29232080,$80.00 ,7,0.63
29232261,$60.00 ,0,0.27
29232304,$136.00 ,0,0.05
29232457,$167.00 ,1,0.36
29232848,$89.00 ,3,1.75
29233083,$85.00 ,0,0.5
29233094,$60.00 ,0,0.05
29233101,$109.00 ,5,0.85
29233375,$50.00 ,0,0.05
29234507,$35.00 ,0,0.05
29235079,$200.00 ,0,0.3
29235749,$59.00 ,0,0.11
29236078,$20.00 ,21,1.68
29237506,$20.00 ,0,
29237541,$25.00 ,0,
29238382,$56.00 ,0,0.59
29243455,$89.00 ,6,1.27
29245474,$225.00 ,0,
29245693,$100.00 ,1,0.26
29246464,$141.00 ,1,0.39
29246986,$92.00 ,2,0.31
29247522,$38.00 ,5,0.43
29247609,$30.00 ,4,0.57
29247777,$35.00 ,2,0.58
29248604,$110.00 ,4,0.73
29248736,$175.00 ,0,0.43
29249448,$75.00 ,0,0.24
29249897,$97.00 ,1,0.1
29249960,$70.00 ,0,0.18
29250584,$500.00 ,0,0.61
29251110,$110.00 ,0,0.22
29251458,$105.00 ,2,0.34
29252231,$112.00 ,2,0.29
29252320,$300.00 ,0,0.07
29252427,$36.00 ,0,
29254308,$27.00 ,0,0.18
29255071,$50.00 ,2,0.81
29255306,$180.00 ,0,
29256618,$18.00 ,0,
29257221,$125.00 ,0,0.25
29257291,$22.00 ,0,0.09
29257387,$22.00 ,20,2.39
29260556,$55.00 ,0,0.8
29260619,$48.00 ,2,0.4
29265748,$35.00 ,2,0.41
29265749,$63.00 ,28,3.59
29267664,$195.00 ,0,0.2
29268138,$75.00 ,0,0.45
29268737,$150.00 ,0,0.13
29268754,$60.00 ,1,0.35
29268810,$289.00 ,3,0.85
29269879,$25.00 ,1,0.66
29270563,$30.00 ,0,0.05
29271459,$208.00 ,59,6.16
29271671,$95.00 ,39,4.45
29271972,$85.00 ,0,0.13
29272371,$32.00 ,24,2.06
29272814,$50.00 ,0,0.05
29273072,$25.00 ,2,1.21
29273201,$60.00 ,3,1.55
29273501,$75.00 ,0,0.19
29274045,$82.00 ,0,0.43
29274285,$88.00 ,1,0.14
29274396,$25.00 ,3,0.4
29274461,$95.00 ,6,0.99
29274689,$39.00 ,7,1.24
29275024,$229.00 ,0,
29275034,$60.00 ,7,0.63
29275073,$45.00 ,0,0.07
29275953,$170.00 ,0,0.05
29276384,$115.00 ,1,0.81
29276617,$49.00 ,1,0.2
29276880,$180.00 ,1,0.3
29277766,$75.00 ,3,0.63
29278749,$45.00 ,0,0.09
29280026,$161.00 ,2,0.84
29280133,$29.00 ,0,0.09
29280200,$64.00 ,0,0.04
29281126,$48.00 ,0,0.35
29281344,$80.00 ,1,0.24
29281418,$33.00 ,8,1.43
29281458,$219.00 ,0,
29281987,$33.71 ,49,5.11
29284245,$98.00 ,5,1.76
29290789,$255.00 ,7,0.9
29291467,$44.00 ,3,0.41
29292317,$60.00 ,0,
29294439,$39.00 ,6,0.9
29294882,$100.00 ,2,0.18
29295650,$300.00 ,2,0.95
29295661,$113.00 ,5,0.37
29295795,$74.00 ,0,0.32
29295885,$120.00 ,12,0.9
29296471,$221.00 ,16,1.91
29296516,$180.00 ,5,0.6
29297101,$44.00 ,20,1.93
29297702,"$1,000.00 ",12,0.72
29297956,$139.00 ,5,0.45
29298325,$60.00 ,0,
29298347,$110.00 ,1,0.1
29298481,$68.00 ,28,3.14
29298649,"$1,500.00 ",0,0.14
29299454,$250.00 ,1,1.28
29300371,$161.00 ,3,0.37
29300443,$185.71 ,0,1
29300556,$46.00 ,6,0.41
29300918,$120.00 ,0,0.18
29301165,$74.00 ,4,0.63
29301457,$85.00 ,11,1.59
29301512,$118.00 ,7,0.85
29301862,$27.00 ,0,0.58
29302626,$300.00 ,7,1.21
29302665,$34.00 ,0,
29303138,$354.00 ,5,0.73
29303353,$110.00 ,2,0.18
29303752,$89.00 ,0,0.05
29303761,$85.00 ,0,
29303776,$96.00 ,0,
29303804,$141.00 ,0,
29303832,$109.00 ,0,0.05
29303855,$121.00 ,0,
29304851,$41.00 ,0,
29305034,$86.00 ,2,0.31
29305886,$89.00 ,0,
29307745,$37.00 ,1,0.14
29307766,$75.00 ,7,1.4
29307770,$45.00 ,0,0.09
29307895,"Greater London, England, United Kingdom",6,
29307931,$300.00 ,1,0.67
29308983,$40.00 ,4,0.35
29311593,$60.00 ,45,5.56
29311707,$20.00 ,0,0.04
29316755,$230.00 ,2,0.15
29317118,$104.00 ,2,0.35
29317467,$40.00 ,0,
29318532,$160.00 ,5,0.42
29320334,$100.00 ,0,0.09
29320674,$145.00 ,5,0.45
29323355,$30.00 ,0,0.36
29323898,$99.00 ,1,0.71
29324300,$190.00 ,0,0.05
29324505,$194.00 ,1,0.57
29324684,$99.00 ,0,
29325159,$180.00 ,2,0.52
29325406,$67.00 ,0,0.27
29325604,$32.00 ,23,2.02
29326132,$28.00 ,5,0.4
29326726,$87.00 ,11,0.68
29326989,$25.00 ,1,0.67
29327089,$80.00 ,0,
29327226,$45.00 ,1,0.36
29327355,$370.00 ,5,0.9
29327546,$50.00 ,0,0.04
29327571,$177.00 ,4,1.18
29328364,$31.00 ,0,0.09
29328552,$17.00 ,0,
29329191,$180.00 ,0,
29329585,$171.43 ,5,1.6
29329665,$99.00 ,7,0.59
29329884,$83.57 ,0,0.78
29330785,$39.00 ,32,4.06
29332106,$405.00 ,0,0.05
29333434,$45.00 ,1,0.09
29334209,$80.00 ,0,0.1
29336493,$53.00 ,5,1.18
29337001,$40.00 ,0,0.18
29337463,$76.00 ,0,
29337536,$120.00 ,10,0.85
29343629,$97.00 ,1,0.09
29345715,$100.00 ,8,0.54
29348211,$132.00 ,7,0.53
29349362,$159.00 ,28,2.73
29349398,$325.00 ,0,0.25
29349559,$468.00 ,0,0.1
29349793,$40.00 ,0,
29350186,$89.00 ,4,1.2
29350224,$126.00 ,1,0.13
29350317,$136.00 ,5,1.01
29350365,$153.00 ,3,1.3
29350578,$91.00 ,0,0.33
29350665,$58.00 ,0,0.09
29351049,$65.00 ,0,0.05
29351420,$26.00 ,1,0.1
29351479,$150.00 ,0,1.85
29352540,"$1,880.00 ",2,0.31
29352824,$21.00 ,6,1
29353040,$21.00 ,0,0.05
29353372,$300.00 ,0,
29353701,$65.00 ,0,0.09
29353957,"$1,880.00 ",1,0.18
29353967,$21.00 ,28,3.28
29354222,$75.00 ,0,0.05
29354238,$187.00 ,6,0.97
29354456,"$1,880.00 ",4,0.53
29354872,$249.00 ,5,0.44
29355202,$25.00 ,4,0.51
29357797,$150.00 ,0,
29358653,$420.00 ,0,
29358893,$135.00 ,0,0.1
29359028,$89.00 ,0,
29359500,$60.00 ,0,
29359991,$46.00 ,3,0.27
29361327,$130.00 ,3,1.11
29362165,$65.00 ,16,0.94
29362223,$140.00 ,0,0.41
29362703,$30.00 ,0,
29362874,$125.00 ,0,1.21
29362919,$150.00 ,1,0.22
29363059,$20.00 ,31,4.57
29363329,$33.00 ,45,3.99
29363425,$60.00 ,0,0.05
29363984,$249.00 ,0,0.05
29364706,$125.00 ,1,1.97
29365012,$110.00 ,10,2.19
29365524,$89.00 ,3,1.39
29366268,$111.00 ,0,0.14
29366487,$105.00 ,0,0.85
29368674,$39.00 ,0,0.46
29378481,$208.00 ,7,0.57
29378764,$106.00 ,2,0.67
29380162,$37.00 ,0,0.71
29380291,$90.00 ,0,
29380886,$105.00 ,3,0.45
29381372,$150.00 ,3,0.41
29381671,$450.00 ,7,0.84
29381885,$35.00 ,0,0.55
29382912,$63.00 ,15,1.97
29383328,$49.00 ,0,
29383497,$65.00 ,0,
29384698,$260.00 ,12,1
29384868,$127.00 ,3,0.49
29385737,$150.00 ,1,0.33
29385903,$60.00 ,5,1.6
29385926,$210.00 ,7,0.37
29386006,$62.00 ,5,0.58
29386280,$120.00 ,21,2.95
29386324,$115.00 ,0,0.1
29387211,$126.00 ,0,0.75
29387356,$37.00 ,2,0.38
29387593,$35.00 ,0,0.09
29387857,$45.00 ,0,0.18
29388777,$100.00 ,4,1.13
29388936,$133.00 ,4,0.72
29389070,$190.00 ,0,
29389337,$80.00 ,2,1.12
29389878,$28.00 ,9,0.72
29390681,$65.00 ,1,0.72
29390964,$67.00 ,0,1.02
29391130,$85.00 ,0,0.72
29391235,$47.00 ,0,
29392703,$20.00 ,39,5.26
29392738,$199.00 ,0,0.14
29392983,$40.00 ,0,0.09
29393285,$150.00 ,0,
29393335,$105.00 ,0,1.04
29394686,$174.00 ,1,0.13
29403239,$100.00 ,7,0.82
29404433,$69.00 ,0,
29404761,$32.00 ,0,0.05
29406654,$59.00 ,17,1.9
29407501,$120.00 ,4,0.53
29408734,$123.00 ,0,
29409024,$80.00 ,0,
29409047,$25.00 ,0,
29409236,$30.00 ,5,1.43
29409241,$536.00 ,0,0.12
29409586,$71.57 ,0,0.37
29409688,$35.00 ,0,0.14
29409892,$55.00 ,22,3.18
29410347,$50.00 ,0,0.1
29411185,$31.00 ,0,
29411818,$95.00 ,27,3.14
29411915,$80.00 ,0,
29412207,$206.00 ,4,0.97
29414433,$249.00 ,6,1.77
29416050,$30.00 ,5,1.16
29418033,$113.00 ,2,0.68
29418066,$400.00 ,4,0.47
29418193,$25.00 ,0,0.1
29419319,$30.00 ,3,0.29
29419602,$40.00 ,0,0.11
29419673,$55.00 ,7,2.31
29425059,$27.00 ,30,2.64
29425211,$123.00 ,2,0.17
29426213,$65.00 ,8,1.05
29427170,$40.00 ,3,0.2
29427336,$280.00 ,6,0.75
29427409,$175.00 ,0,0.05
29427582,$85.00 ,0,
29427848,$171.00 ,0,0.14
29427917,$50.00 ,5,0.41
29428578,$64.00 ,5,0.72
29428790,$281.00 ,0,0.79
29428920,$90.00 ,0,0.31
29429447,$82.14 ,9,1.11
29429735,$118.00 ,2,0.49
29429985,$70.00 ,3,0.4
29430129,$63.00 ,22,1.38
29430490,$40.00 ,0,0.18
29430556,$175.00 ,0,
29430696,$71.00 ,1,0.4
29431467,$221.00 ,2,0.63
29431631,$78.00 ,0,0.32
29432474,$150.00 ,0,
29432833,$64.00 ,5,0.6
29433109,$120.00 ,0,0.19
29433766,$35.00 ,0,0.31
29433986,$35.00 ,0,0.38
29434101,$82.00 ,3,0.71
29435371,$77.00 ,8,1.34
29435644,$60.00 ,3,0.33
29435672,$140.00 ,0,0.23
29436827,$130.00 ,0,0.1
29437581,$78.00 ,0,0.09
29444433,$30.00 ,16,2.03
29447388,$23.00 ,3,0.54
29447551,$110.00 ,0,0.5
29447967,$55.00 ,0,0.05
29448097,$300.00 ,0,
29448832,$46.00 ,0,
29448858,0,0.18,
29449243,$500.00 ,0,
29449990,$20.00 ,31,3.87
29450278,$200.00 ,3,0.3
29450507,$49.00 ,0,0.85
29450670,$600.00 ,0,
29453207,$70.00 ,0,0.09
29454031,$28.00 ,1,2.41
29454094,$59.00 ,4,0.46
29455380,$60.00 ,0,0.24
29455647,$56.00 ,0,0.05
29456050,$110.00 ,7,1.14
29456234,$31.00 ,4,0.61
29456250,$70.00 ,3,0.25
29456327,$400.00 ,0,0.05
29456630,$67.00 ,2,0.48
29456660,$170.00 ,2,0.29
29457515,$29.00 ,0,
29458783,$140.00 ,3,0.83
29459245,$27.00 ,1,0.23
29459360,$100.00 ,0,0.2
29459367,$36.00 ,17,2.26
29459722,$125.00 ,1,0.1
29459780,$119.00 ,10,0.63
29459995,$150.00 ,1,0.13
29460001,$99.00 ,0,0.04
29460002,$80.00 ,1,0.12
29460959,$100.00 ,0,0.1
29461118,$150.00 ,0,0.94
29462171,$35.00 ,0,0.05
29466460,$96.00 ,0,
29469389,$60.00 ,5,0.5
29469504,$30.00 ,2,0.22
29471712,$820.00 ,12,1.92
29472074,$80.00 ,6,1.52
29472126,$52.00 ,0,0.1
29473454,$19.00 ,10,1.34
29473560,$247.00 ,11,1.09
29473844,$86.00 ,17,2.2
29473953,$65.00 ,4,0.92
29473959,$140.00 ,0,
29474212,$63.00 ,16,1.64
29474515,$80.00 ,0,0.13
29474576,$90.00 ,6,0.87
29474736,$65.00 ,16,1.62
29474758,$65.00 ,0,0.1
29474920,$120.00 ,1,0.2
29474941,$85.00 ,3,0.57
29475055,$86.00 ,11,1.27
29475058,$450.00 ,1,0.3
29476168,$150.00 ,0,
29476192,$89.00 ,22,2.21
29476303,$52.00 ,0,0.14
29476643,$90.00 ,0,
29477050,$70.00 ,1,0.09
29477418,$90.00 ,5,0.45
29479095,$75.00 ,1,0.52
29479601,$250.00 ,0,0.14
29480409,$81.00 ,4,1.43
29480516,$30.00 ,1,1
29480549,$71.00 ,1,0.8
29480905,$35.00 ,2,0.51
29481047,$84.00 ,1,0.28
29481455,$142.00 ,0,
29481457,$141.00 ,0,0.07
29482190,$25.00 ,24,1.66
29482968,$39.00 ,18,2.43
29484133,$182.00 ,0,0.18
29484551,$18.00 ,0,0.05
29484842,$160.00 ,1,0.35
29485069,$50.00 ,2,0.2
29485853,$500.00 ,0,
29486189,$205.00 ,1,0.95
29486580,$90.00 ,0,0.94
29486603,$158.00 ,0,0.37
29487092,$90.00 ,0,0.05
29487257,$60.00 ,7,1.6
29487684,$94.00 ,8,1.24
29488363,$40.00 ,0,
29488672,$25.00 ,0,
29489372,$60.00 ,1,0.58
29489954,$180.00 ,9,0.98
29498781,$77.00 ,0,
29499188,$135.00 ,5,0.95
29499359,$45.00 ,41,3.16
29500101,$85.00 ,2,0.59
29500566,$100.00 ,0,
29501425, Local groceries,within an hour,Entire serviced apartment
29501780,$150.00 ,0,0.05
29501862,$84.00 ,0,0.14
29502143,$84.00 ,0,0.09
29502273,$84.00 ,1,0.47
29502574,$50.00 ,17,1.78
29502708,$58.00 ,0,0.32
29503018,$31.00 ,6,1.97
29503122,$114.00 ,3,1.57
29503267,$84.00 ,5,0.39
29503566,$84.00 ,3,0.3
29503703,$84.43 ,1,0.19
29503799,$140.00 ,4,0.56
29503819,$83.00 ,13,0.89
29503941,$84.00 ,8,0.74
29504017,$84.00 ,8,0.86
29504142,$69.00 ,2,0.46
29504151,$84.00 ,2,0.3
29504528,$84.00 ,2,0.46
29504678,$150.00 ,0,0.07
29504740,$84.00 ,1,0.43
29504945,$84.00 ,8,1.06
29505041,$84.00 ,3,0.51
29505438,$122.00 ,2,0.37
29505470,$84.00 ,5,0.71
29505549,$28.00 ,9,0.91
29505608,$60.00 ,0,0.09
29505683,$29.00 ,5,0.46
29505816,$50.00 ,2,0.3
29505867,$84.00 ,8,0.51
29506304,$97.00 ,0,0.19
29506689,$119.00 ,2,0.59
29507578,$35.00 ,0,0.55
29507594,$23.00 ,2,0.35
29508306,$150.00 ,0,0.57
29508610,$602.00 ,3,0.35
29508720,$126.00 ,1,0.17
29508867,$300.00 ,0,
29509401,$122.00 ,0,
29509664,$160.00 ,0,
29509729,$123.00 ,0,
29510241,$20.00 ,8,0.98
29510477,$20.00 ,37,3.84
29510964,$13.00 ,0,
29511027,$121.00 ,5,0.73
29512503,$125.00 ,1,0.1
29512865,$25.00 ,3,0.5
29513236,$90.00 ,0,0.19
29513287,$19.00 ,6,0.55
29515062,$145.00 ,0,0.06
29515228,$65.00 ,1,0.1
29515456,$40.00 ,3,0.27
29515484,$104.00 ,0,1.03
29515852,$81.00 ,1,0.23
29516186,$35.00 ,7,0.9
29516226,$72.00 ,0,0.05
29516242,$48.00 ,3,0.86
29516799,$221.00 ,12,1.18
29517146,$220.71 ,19,1.24
29517399,$80.00 ,0,0.04
29517585,$59.00 ,6,0.7
29517680,$80.00 ,0,0.05
29518641,$45.00 ,0,0.05
29523376,$200.00 ,0,0.05
29525507,$26.00 ,11,0.66
29527428,$133.00 ,1,0.18
29527783,$418.00 ,0,
29528383,$100.00 ,5,0.53
29528420,$70.00 ,0,0.09
29528423,$74.00 ,0,0.06
29528433,$82.00 ,0,0.33
29528894,$170.00 ,0,0.68
29530158,$30.00 ,1,0.15
29530175,$123.00 ,0,
29530752,$110.00 ,0,0.18
29530856,$27.00 ,13,1.66
29531185,$127.00 ,3,0.43
29531329,$71.00 ,0,0.55
29531777,$84.00 ,0,0.13
29531896,$103.00 ,0,0.06
29532416,$103.00 ,0,0.09
29533491,$200.00 ,0,0.06
29533495,$30.00 ,0,
29533742,$30.00 ,0,0.05
29534027,$25.00 ,21,2.11
29534179,$84.00 ,4,0.86
29534527,$385.00 ,11,1
29534560,$33.00 ,10,1.77
29534617,$71.00 ,2,0.19
29534757,$139.00 ,16,1.24
